Date,Song ID,Song Name,Artist Name,Release Date,Genre,Stream Counts,Download Counts,Chart Positions,Social Media Mentions,Social Media Engagement,YouTube Views,Playlist Adds,Listener Age Group,Geographical Location,Listener Gender,Campaign Type,Spend,Reach,Engagement Rate
2025-04-16 03:17:39.105863,4,Harmonic Distortion,Soundwave Project,2024-04-24 03:17:39.105863,Electronic,26989,759,94,1917,29231,65469,810,25-34,USA,Male,YouTube Ads,3747,37035,1.49
2025-03-25 03:17:39.105863,8,Bassline Rapture,Binary Beats,2024-05-02 03:17:39.105863,Indie,22574,1969,90,781,2309,68464,875,18-24,USA,Other,Instagram Ads,3085,118817,3.18
2023-05-30 03:17:39.105863,5,Harmonic Distortion,Future Sounds,2024-05-15 03:17:39.105863,Ambient,27830,1553,61,190,34131,7001,292,45-54,Canada,Other,YouTube Ads,7041,197724,0.87
2025-03-11 03:17:39.105863,1,Echoes of Tomorrow,Binary Beats,2024-04-25 03:17:39.105863,Ambient,11723,1096,49,2856,26513,94014,645,18-24,Germany,Other,Instagram Ads,1567,79697,2.33
2024-02-18 03:17:39.105863,5,Harmonic Distortion,Phantom Harmony,2024-04-19 03:17:39.105863,Ambient,10894,1055,97,1813,7203,36178,542,25-34,France,Female,Twitter Campaign,383,196684,4.73
2025-01-23 03:17:39.105863,3,Love in the Time of Data,Phantom Harmony,2024-05-02 03:17:39.105863,Indie,14500,1795,37,1596,59294,28684,520,18-24,France,Female,YouTube Ads,3834,131428,4.75
2024-06-16 03:17:39.105863,9,Rhythm of the Code,Binary Beats,2024-05-10 03:17:39.105863,Electronic,19512,1552,95,700,96237,3857,376,35-44,USA,Male,Facebook Ads,1790,128691,0.23
2024-11-30 03:17:39.105863,4,Daydreamer's Tune,Future Sounds,2024-04-28 03:17:39.105863,Ambient,28915,960,22,2349,97217,49122,953,35-44,USA,Female,Facebook Ads,919,132000,2.09
2025-02-25 03:17:39.105863,5,Harmonic Distortion,Phantom Harmony,2024-04-26 03:17:39.105863,Indie,24621,150,86,2525,56831,53069,330,18-24,Germany,Female,YouTube Ads,6372,195622,3.38
2023-12-09 03:17:39.105863,4,Bassline Rapture,Orchestra of Lights,2024-04-19 03:17:39.105863,Ambient,2573,1929,64,2668,68216,91637,586,45-54,Brazil,Male,Spotify Ads,5260,160307,3.42
2024-09-10 03:17:39.105863,9,Bassline Rapture,Binary Beats,2024-05-06 03:17:39.105863,Pop,10580,979,56,433,23143,41680,157,25-34,Australia,Female,Facebook Ads,4566,35977,3.59
2023-11-23 03:17:39.105863,4,Nightfall Symphony,Phantom Harmony,2024-05-12 03:17:39.105863,Ambient,23908,1629,13,467,20268,88735,645,35-44,Canada,Male,Facebook Ads,6255,122467,1.74
2023-10-23 03:17:39.105863,7,Daydreamer's Tune,Phantom Harmony,2024-04-29 03:17:39.105863,Indie,23080,275,91,276,74815,54099,974,45-54,USA,Other,Twitter Campaign,1287,125534,1.67
2024-06-01 03:17:39.105863,2,Rhythm of the Code,Phantom Harmony,2024-04-26 03:17:39.105863,Electronic,5087,1411,4,1539,79618,84494,159,18-24,UK,Male,Twitter Campaign,6000,81722,2.11
2024-05-07 03:17:39.105863,10,Rhythm of the Code,Soundwave Project,2024-05-10 03:17:39.105863,Rock,6462,591,58,586,54756,82612,659,18-24,Germany,Male,Facebook Ads,752,164045,1.32
2024-06-10 03:17:39.105863,4,Love in the Time of Data,Orchestra of Lights,2024-05-15 03:17:39.105863,Rock,13719,739,92,371,35743,67964,180,35-44,France,Female,Instagram Ads,4158,190666,4.34
2023-08-11 03:17:39.105863,4,Rhythm of the Code,Soundwave Project,2024-05-13 03:17:39.105863,Indie,9363,1263,16,1884,56433,11647,572,25-34,USA,Female,Twitter Campaign,3065,167839,2.57
2024-10-04 03:17:39.105863,4,Echoes of Tomorrow,Melodic Minds,2024-05-09 03:17:39.105863,Indie,24184,829,39,2539,84782,72321,130,25-34,Canada,Female,Facebook Ads,5531,73234,0.62
2023-08-29 03:17:39.105863,9,Echoes of Silence,Orchestra of Lights,2024-05-09 03:17:39.105863,Ambient,7135,1546,5,694,39612,27231,833,45-54,Germany,Other,YouTube Ads,4818,28331,0.92
2024-01-25 03:17:39.105863,6,Love in the Time of Data,Orchestra of Lights,2024-05-07 03:17:39.105863,Ambient,14004,1500,28,1778,46958,59370,858,45-54,USA,Other,Facebook Ads,6501,184012,3.02
2023-11-05 03:17:39.105863,2,Daydreamer's Tune,Phantom Harmony,2024-04-18 03:17:39.105863,Electronic,17411,1060,96,853,86653,32562,247,25-34,France,Female,Twitter Campaign,6212,137065,4.75
2025-04-07 03:17:39.105863,3,Love in the Time of Data,Binary Beats,2024-05-11 03:17:39.105863,Indie,25090,966,28,52,86166,43455,772,35-44,France,Female,Twitter Campaign,7476,93950,4.24
2023-12-27 03:17:39.105863,10,Rhythm of the Code,Vintage Beats,2024-05-05 03:17:39.105863,Electronic,11882,324,83,2527,84177,89916,846,45-54,Canada,Female,Facebook Ads,6505,119636,4.48
2024-05-09 03:17:39.105863,4,Retrograde Motion,Binary Beats,2024-04-27 03:17:39.105863,Electronic,8674,1564,6,1767,58558,65636,148,18-24,UK,Female,Instagram Ads,3300,134318,3.34
2025-02-01 03:17:39.105863,1,Digital Dreams,Soundwave Project,2024-05-09 03:17:39.105863,Indie,24609,572,8,1048,17581,32886,260,25-34,USA,Other,Spotify Ads,4717,116152,1.27
2024-03-14 03:17:39.105863,10,Bassline Rapture,Binary Beats,2024-04-19 03:17:39.105863,Ambient,26045,582,67,478,24968,20133,496,35-44,UK,Female,Instagram Ads,3975,150649,4.79
2024-02-29 03:17:39.105863,1,Love in the Time of Data,Future Sounds,2024-04-18 03:17:39.105863,Pop,29244,1660,44,2061,13500,44016,463,35-44,Germany,Other,Spotify Ads,1468,118100,3.56
2023-05-26 03:17:39.105863,3,Daydreamer's Tune,Soundwave Project,2024-04-23 03:17:39.105863,Electronic,16412,1443,83,624,37293,75841,654,35-44,USA,Female,YouTube Ads,4257,110098,4.99
2024-09-02 03:17:39.105863,7,Retrograde Motion,Future Sounds,2024-05-04 03:17:39.105863,Electronic,18029,533,5,1298,14930,94958,474,45-54,Australia,Female,Twitter Campaign,3137,64593,1.25
2023-11-02 03:17:39.105863,4,Love in the Time of Data,Phantom Harmony,2024-04-20 03:17:39.105863,Indie,9689,1369,8,2293,79184,78367,568,18-24,Canada,Male,Instagram Ads,1163,165055,2.83
2023-08-23 03:17:39.105863,2,Rhythm of the Code,Orchestra of Lights,2024-04-29 03:17:39.105863,Pop,3202,1142,60,2753,86769,76102,538,35-44,Canada,Female,YouTube Ads,5414,138116,4.08
2024-05-30 03:17:39.105863,6,Echoes of Silence,Phantom Harmony,2024-04-28 03:17:39.105863,Electronic,9740,1283,45,1206,93137,62467,654,35-44,Germany,Other,Twitter Campaign,6536,80729,3.84
2024-09-07 03:17:39.105863,6,Rhythm of the Code,Orchestra of Lights,2024-05-04 03:17:39.105863,Pop,21842,1010,32,134,31732,9056,721,25-34,UK,Male,Instagram Ads,480,60188,3.01
2024-10-27 03:17:39.105863,10,Bassline Rapture,Deep Bass Nine,2024-04-30 03:17:39.105863,Rock,16786,1330,99,1669,34635,9344,851,45-54,UK,Other,Twitter Campaign,4403,186957,4.92
2025-01-15 03:17:39.105863,8,Echoes of Tomorrow,Soundwave Project,2024-04-25 03:17:39.105863,Pop,29389,212,72,2758,77070,5518,258,35-44,Australia,Female,Facebook Ads,280,104389,3.54
2024-09-12 03:17:39.105863,1,Rhythm of the Code,Future Sounds,2024-04-27 03:17:39.105863,Indie,6824,583,83,2147,60083,85193,688,25-34,Brazil,Female,YouTube Ads,7356,99944,4.29
2024-06-08 03:17:39.105863,9,Echoes of Silence,Orchestra of Lights,2024-04-30 03:17:39.105863,Pop,12114,1941,95,2762,51635,85583,682,25-34,Brazil,Male,YouTube Ads,7017,144729,2.72
2023-09-11 03:17:39.105863,3,Harmonic Distortion,Binary Beats,2024-04-27 03:17:39.105863,Pop,21536,1552,91,2923,11165,97395,114,35-44,Brazil,Male,Instagram Ads,7156,68832,3.27
2023-07-27 03:17:39.105863,3,Bassline Rapture,Deep Bass Nine,2024-05-13 03:17:39.105863,Electronic,3265,1368,10,2377,9319,14715,413,45-54,Australia,Female,YouTube Ads,5148,55272,3.0
2024-06-24 03:17:39.105863,7,Bassline Rapture,Phantom Harmony,2024-04-26 03:17:39.105863,Rock,15700,1849,82,442,6792,56222,219,35-44,USA,Female,YouTube Ads,6617,59297,4.3
2023-09-08 03:17:39.105863,4,Echoes of Tomorrow,Vintage Beats,2024-05-07 03:17:39.105863,Rock,14756,1769,77,816,83469,64603,525,25-34,Brazil,Other,Facebook Ads,1086,158405,2.37
2024-11-13 03:17:39.105863,10,Nightfall Symphony,Vintage Beats,2024-05-08 03:17:39.105863,Pop,11650,1003,6,1188,86632,50653,959,18-24,USA,Female,Spotify Ads,1646,38630,4.22
2024-02-24 03:17:39.105863,10,Echoes of Silence,Orchestra of Lights,2024-04-27 03:17:39.105863,Rock,19970,1259,62,2011,36455,49688,218,25-34,UK,Other,Spotify Ads,3339,181460,1.81
2024-02-02 03:17:39.105863,5,Bassline Rapture,Binary Beats,2024-04-26 03:17:39.105863,Rock,28691,1939,5,2813,59999,82981,818,25-34,Australia,Other,Facebook Ads,691,54287,3.5
2023-06-03 03:17:39.105863,7,Echoes of Silence,Binary Beats,2024-04-26 03:17:39.105863,Electronic,9861,1489,88,2392,37583,23731,683,25-34,France,Male,Facebook Ads,2783,49699,4.38
2024-08-18 03:17:39.105863,4,Retrograde Motion,Phantom Harmony,2024-04-24 03:17:39.105863,Indie,22953,202,66,177,15583,95032,690,25-34,Canada,Male,Instagram Ads,4425,139248,3.81
2024-01-27 03:17:39.105863,9,Love in the Time of Data,Future Sounds,2024-05-13 03:17:39.105863,Ambient,3378,697,18,1970,64130,47841,866,45-54,France,Other,Twitter Campaign,6595,177777,3.23
2025-03-15 03:17:39.105863,6,Retrograde Motion,Orchestra of Lights,2024-04-25 03:17:39.105863,Ambient,15446,905,4,1737,88390,99359,933,25-34,France,Male,Facebook Ads,3432,140614,4.94
2024-05-31 03:17:39.105863,2,Daydreamer's Tune,Vintage Beats,2024-04-27 03:17:39.105863,Electronic,15320,517,57,1982,37889,59901,234,25-34,France,Male,Spotify Ads,777,120746,1.86
2024-02-29 03:17:39.105863,10,Harmonic Distortion,Future Sounds,2024-04-19 03:17:39.105863,Pop,4666,643,93,842,52025,95430,243,45-54,Australia,Female,Facebook Ads,6849,182525,4.44
2025-01-10 03:17:39.105863,7,Nightfall Symphony,Deep Bass Nine,2024-05-13 03:17:39.105863,Ambient,6842,1026,10,2534,48431,66007,593,35-44,Australia,Male,Instagram Ads,3739,193531,0.68
2024-03-22 03:17:39.105863,4,Love in the Time of Data,Future Sounds,2024-04-27 03:17:39.105863,Pop,23046,1882,65,2469,89321,12511,404,35-44,Canada,Male,Facebook Ads,2139,78578,0.52
2023-05-26 03:17:39.105863,10,Echoes of Silence,Binary Beats,2024-05-16 03:17:39.105863,Electronic,1074,1648,2,2656,46976,38085,131,45-54,Brazil,Other,Spotify Ads,5274,180386,0.45
2024-08-13 03:17:39.105863,1,Love in the Time of Data,Phantom Harmony,2024-05-11 03:17:39.105863,Rock,22903,1571,46,2165,33377,71547,479,45-54,Brazil,Other,Twitter Campaign,696,79133,3.8
2024-11-11 03:17:39.105863,10,Echoes of Silence,Phantom Harmony,2024-04-25 03:17:39.105863,Indie,28296,439,59,222,65921,3133,243,18-24,Australia,Other,Facebook Ads,7378,167045,0.36
2023-09-10 03:17:39.105863,5,Echoes of Tomorrow,Soundwave Project,2024-05-03 03:17:39.105863,Ambient,19735,1809,28,1285,97863,27695,223,35-44,Germany,Female,YouTube Ads,2840,80860,4.69
2025-02-25 03:17:39.105863,7,Nightfall Symphony,Phantom Harmony,2024-05-11 03:17:39.105863,Ambient,8466,1548,77,1609,54089,51002,267,35-44,France,Other,Spotify Ads,1530,90942,0.77
2025-04-26 03:17:39.105863,6,Harmonic Distortion,Binary Beats,2024-04-18 03:17:39.105863,Ambient,5657,1244,7,409,56131,91115,377,25-34,Canada,Male,Facebook Ads,6059,84026,0.59
2024-02-13 03:17:39.105863,8,Love in the Time of Data,Melodic Minds,2024-05-07 03:17:39.105863,Rock,7908,1667,25,2334,62741,48498,588,18-24,Australia,Female,Instagram Ads,681,136419,2.58
2024-07-25 03:17:39.105863,6,Harmonic Distortion,Orchestra of Lights,2024-04-27 03:17:39.105863,Electronic,9139,113,1,2332,72335,52161,200,18-24,UK,Female,Instagram Ads,6325,165369,2.43
2023-08-25 03:17:39.105863,2,Echoes of Silence,Soundwave Project,2024-04-29 03:17:39.105863,Ambient,27112,1646,71,1531,92115,98415,764,25-34,Germany,Male,Spotify Ads,6216,171205,4.55
2024-10-08 03:17:39.105863,2,Bassline Rapture,Binary Beats,2024-04-28 03:17:39.105863,Ambient,16818,1008,31,1597,26893,9882,284,25-34,UK,Other,Spotify Ads,1863,156536,2.8
2024-12-16 03:17:39.105863,6,Nightfall Symphony,Vintage Beats,2024-04-18 03:17:39.105863,Electronic,6034,1154,19,818,48382,69484,959,18-24,Canada,Other,Facebook Ads,3543,84761,4.96
2024-07-11 03:17:39.105863,3,Bassline Rapture,Phantom Harmony,2024-04-20 03:17:39.105863,Electronic,20532,998,97,468,40648,80324,456,45-54,UK,Other,Twitter Campaign,3561,145407,0.65
2025-02-16 03:17:39.105863,4,Echoes of Tomorrow,Future Sounds,2024-05-15 03:17:39.105863,Rock,4067,1697,24,225,27360,45654,465,25-34,Canada,Female,YouTube Ads,5681,39908,0.19
2023-06-05 03:17:39.105863,9,Nightfall Symphony,Phantom Harmony,2024-05-16 03:17:39.105863,Ambient,28260,1519,87,1625,68261,54770,879,35-44,France,Male,Twitter Campaign,5747,92924,3.5
2023-12-13 03:17:39.105863,2,Retrograde Motion,Orchestra of Lights,2024-04-30 03:17:39.105863,Indie,22938,324,55,1125,48779,94136,508,25-34,Australia,Other,Instagram Ads,4078,66787,0.74
2023-06-29 03:17:39.105863,6,Nightfall Symphony,Phantom Harmony,2024-04-28 03:17:39.105863,Electronic,29010,1794,38,2471,65571,91595,274,25-34,Australia,Other,Instagram Ads,4963,182424,3.61
2025-01-28 03:17:39.105863,10,Echoes of Tomorrow,Phantom Harmony,2024-05-10 03:17:39.105863,Pop,3035,719,29,2117,53449,2819,528,18-24,France,Other,Instagram Ads,4567,35858,2.48
2024-07-29 03:17:39.105863,6,Echoes of Silence,Phantom Harmony,2024-04-24 03:17:39.105863,Ambient,3939,202,6,1836,16479,74411,173,35-44,France,Male,YouTube Ads,7032,87879,3.57
2023-08-22 03:17:39.105863,7,Bassline Rapture,Phantom Harmony,2024-04-27 03:17:39.105863,Indie,22577,1006,66,2291,14678,26621,425,45-54,Australia,Other,Facebook Ads,5915,188164,4.83
2023-07-14 03:17:39.105863,5,Love in the Time of Data,Phantom Harmony,2024-04-24 03:17:39.105863,Indie,6523,1157,71,1435,74984,84984,909,18-24,Australia,Other,YouTube Ads,4980,193546,2.2
2024-09-09 03:17:39.105863,10,Nightfall Symphony,Binary Beats,2024-05-15 03:17:39.105863,Electronic,21638,1750,71,2229,21927,80648,716,45-54,Australia,Male,Instagram Ads,1235,113655,3.73
2024-01-20 03:17:39.105863,9,Echoes of Silence,Orchestra of Lights,2024-05-12 03:17:39.105863,Pop,3710,1240,46,406,73382,22222,251,35-44,Germany,Female,Facebook Ads,4542,76338,4.07
2023-11-17 03:17:39.105863,3,Love in the Time of Data,Soundwave Project,2024-04-23 03:17:39.105863,Indie,12945,1785,5,939,8436,63082,527,25-34,Australia,Female,Instagram Ads,3414,197206,3.08
2023-05-18 03:17:39.105863,5,Daydreamer's Tune,Deep Bass Nine,2024-04-20 03:17:39.105863,Ambient,5183,898,41,1458,8473,49747,592,18-24,France,Female,Facebook Ads,5178,191391,1.21
2023-10-14 03:17:39.105863,3,Rhythm of the Code,Binary Beats,2024-04-27 03:17:39.105863,Ambient,19748,938,81,949,60950,50789,359,18-24,France,Other,Spotify Ads,5852,47339,1.43
2024-11-10 03:17:39.105863,10,Digital Dreams,Phantom Harmony,2024-04-30 03:17:39.105863,Rock,3647,339,22,923,15346,63625,844,18-24,USA,Male,Spotify Ads,6513,191478,1.9
2024-01-29 03:17:39.105863,2,Love in the Time of Data,Deep Bass Nine,2024-05-12 03:17:39.105863,Indie,16956,243,64,2904,20437,17591,605,18-24,Canada,Male,Instagram Ads,6184,96746,3.99
2025-04-29 03:17:39.105863,4,Nightfall Symphony,Binary Beats,2024-05-06 03:17:39.105863,Ambient,24673,1115,23,475,13504,77639,347,45-54,Germany,Female,Twitter Campaign,574,163776,2.29
2023-07-14 03:17:39.105863,2,Echoes of Tomorrow,Binary Beats,2024-05-03 03:17:39.105863,Ambient,8519,715,96,613,22230,99471,329,35-44,Australia,Female,Twitter Campaign,7135,86391,1.8
2023-07-10 03:17:39.105863,3,Daydreamer's Tune,Phantom Harmony,2024-04-27 03:17:39.105863,Electronic,19975,424,19,2898,87119,82910,213,18-24,USA,Female,Instagram Ads,7082,65681,0.76
2023-11-30 03:17:39.105863,8,Bassline Rapture,Binary Beats,2024-04-30 03:17:39.105863,Rock,3978,1601,49,983,11642,67559,935,35-44,USA,Male,Facebook Ads,382,67054,2.61
2024-09-25 03:17:39.105863,5,Retrograde Motion,Orchestra of Lights,2024-05-16 03:17:39.105863,Electronic,1827,1003,57,872,44780,18788,503,25-34,Australia,Female,Instagram Ads,4389,188066,1.58
2024-01-22 03:17:39.105863,10,Daydreamer's Tune,Soundwave Project,2024-05-13 03:17:39.105863,Electronic,29470,1587,96,198,73963,58397,406,35-44,Germany,Other,YouTube Ads,4711,25860,2.94
2024-03-01 03:17:39.105863,3,Echoes of Silence,Phantom Harmony,2024-04-25 03:17:39.105863,Ambient,5198,1696,78,364,66439,13418,835,25-34,UK,Male,Twitter Campaign,534,158162,4.86
2025-02-14 03:17:39.105863,9,Love in the Time of Data,Orchestra of Lights,2024-04-21 03:17:39.105863,Ambient,28516,629,16,2671,74146,15867,142,45-54,Brazil,Female,Twitter Campaign,4765,181422,2.61
2023-11-19 03:17:39.105863,7,Echoes of Tomorrow,Melodic Minds,2024-05-02 03:17:39.105863,Ambient,24510,1662,84,2409,93794,13567,123,25-34,Brazil,Other,Instagram Ads,6318,87393,3.55
2025-01-08 03:17:39.105863,9,Echoes of Silence,Binary Beats,2024-05-02 03:17:39.105863,Ambient,4114,1650,21,389,64833,87511,866,25-34,USA,Other,YouTube Ads,2370,79311,3.86
2024-06-06 03:17:39.105863,1,Echoes of Silence,Phantom Harmony,2024-05-13 03:17:39.105863,Rock,29135,819,1,2339,58381,38517,946,18-24,USA,Other,YouTube Ads,5542,26869,3.89
2024-10-17 03:17:39.105863,6,Love in the Time of Data,Binary Beats,2024-05-01 03:17:39.105863,Ambient,1544,465,18,660,78493,75443,826,18-24,Brazil,Female,Facebook Ads,904,164608,4.05
2024-12-17 03:17:39.105863,8,Digital Dreams,Future Sounds,2024-05-03 03:17:39.105863,Ambient,12537,1495,16,2154,9515,66874,670,45-54,Brazil,Male,Facebook Ads,2551,154940,2.33
2023-07-13 03:17:39.105863,1,Retrograde Motion,Phantom Harmony,2024-04-24 03:17:39.105863,Indie,19106,179,75,1091,59976,84729,546,35-44,Germany,Other,Spotify Ads,372,162398,4.11
2023-12-25 03:17:39.105863,6,Harmonic Distortion,Phantom Harmony,2024-05-14 03:17:39.105863,Rock,5796,1691,25,2862,62308,59939,371,25-34,Germany,Other,Twitter Campaign,6990,153061,4.09
2024-04-01 03:17:39.105863,6,Rhythm of the Code,Deep Bass Nine,2024-04-25 03:17:39.105863,Pop,9997,1639,59,1955,42213,51889,984,35-44,Germany,Female,Twitter Campaign,4637,38566,1.06
2024-08-17 03:17:39.105863,4,Echoes of Tomorrow,Binary Beats,2024-05-12 03:17:39.105863,Rock,2787,537,17,1748,53141,90791,956,35-44,France,Other,Facebook Ads,5686,102634,4.0
2024-10-06 03:17:39.105863,10,Echoes of Tomorrow,Phantom Harmony,2024-04-25 03:17:39.105863,Indie,16288,446,78,2271,16553,31636,901,18-24,UK,Female,YouTube Ads,1603,94277,1.53
2023-10-12 03:17:39.105863,3,Harmonic Distortion,Melodic Minds,2024-05-03 03:17:39.105863,Indie,25191,1827,58,922,7682,44956,135,35-44,Brazil,Female,Instagram Ads,7300,131351,3.43
2025-04-23 03:17:39.105863,10,Rhythm of the Code,Binary Beats,2024-05-12 03:17:39.105863,Rock,13569,1309,15,2836,27702,4738,897,35-44,Brazil,Female,Facebook Ads,1960,125782,4.99
2024-02-03 03:17:39.105863,10,Echoes of Tomorrow,Phantom Harmony,2024-04-27 03:17:39.105863,Electronic,17423,1328,87,2410,78728,36055,324,25-34,France,Male,YouTube Ads,1435,159764,2.41
2024-05-24 03:17:39.105863,8,Nightfall Symphony,Orchestra of Lights,2024-04-24 03:17:39.105863,Ambient,23364,1145,92,943,97551,46520,716,25-34,Australia,Other,Instagram Ads,4340,191930,4.63
2025-03-07 03:17:39.105863,2,Echoes of Silence,Soundwave Project,2024-04-23 03:17:39.105863,Rock,10857,423,59,2637,82298,17867,808,35-44,Canada,Other,Twitter Campaign,310,94004,4.12
2023-12-28 03:17:39.105863,1,Nightfall Symphony,Orchestra of Lights,2024-05-15 03:17:39.105863,Pop,6877,1786,66,2201,12623,22931,959,25-34,Germany,Other,Instagram Ads,1454,52786,2.45
2025-03-07 03:17:39.105863,4,Retrograde Motion,Deep Bass Nine,2024-05-13 03:17:39.105863,Ambient,5395,1144,2,1884,48724,76321,451,25-34,Germany,Male,Spotify Ads,4525,93952,3.89
2024-08-30 03:17:39.105863,4,Echoes of Silence,Phantom Harmony,2024-04-30 03:17:39.105863,Rock,28163,648,64,2591,14159,68190,451,18-24,Germany,Female,Twitter Campaign,2694,115830,2.78
2024-04-08 03:17:39.105863,7,Daydreamer's Tune,Future Sounds,2024-04-28 03:17:39.105863,Indie,22469,1312,58,2211,12762,21457,143,25-34,Brazil,Male,Facebook Ads,3330,194301,1.54
2024-10-13 03:17:39.105863,5,Bassline Rapture,Binary Beats,2024-05-14 03:17:39.105863,Pop,23768,200,9,1488,79551,82503,944,18-24,France,Female,Facebook Ads,5183,103269,0.25
2023-07-29 03:17:39.105863,3,Daydreamer's Tune,Phantom Harmony,2024-05-06 03:17:39.105863,Pop,12092,341,46,229,84552,58538,264,35-44,France,Male,Instagram Ads,1322,93199,2.89
2023-09-10 03:17:39.105863,6,Bassline Rapture,Phantom Harmony,2024-05-04 03:17:39.105863,Rock,25059,236,67,2367,74563,79892,293,45-54,France,Other,Spotify Ads,2478,28884,0.39
2024-04-13 03:17:39.105863,8,Echoes of Silence,Soundwave Project,2024-04-22 03:17:39.105863,Indie,19711,1922,98,1948,36839,11179,147,45-54,UK,Other,Instagram Ads,6756,157187,1.04
2023-08-03 03:17:39.105863,5,Nightfall Symphony,Phantom Harmony,2024-05-08 03:17:39.105863,Pop,26605,1691,45,76,62020,31997,591,18-24,Australia,Female,YouTube Ads,1925,178517,3.04
2025-04-13 03:17:39.105863,7,Daydreamer's Tune,Vintage Beats,2024-05-12 03:17:39.105863,Pop,14286,931,46,1170,75080,60345,230,25-34,Australia,Male,Facebook Ads,4266,105123,1.48
2023-10-20 03:17:39.105863,9,Love in the Time of Data,Soundwave Project,2024-05-14 03:17:39.105863,Indie,7106,1477,89,1272,90331,92454,156,18-24,Germany,Male,Instagram Ads,3857,67130,3.34
2023-08-03 03:17:39.105863,6,Daydreamer's Tune,Phantom Harmony,2024-05-05 03:17:39.105863,Indie,27296,1119,53,201,37939,83518,929,18-24,Australia,Female,Spotify Ads,7039,37334,4.85
2023-07-23 03:17:39.105863,7,Daydreamer's Tune,Future Sounds,2024-05-06 03:17:39.105863,Electronic,10059,1415,3,2896,73651,64485,326,18-24,Canada,Other,YouTube Ads,5402,177220,2.68
2023-08-12 03:17:39.105863,6,Rhythm of the Code,Melodic Minds,2024-05-16 03:17:39.105863,Pop,19706,1358,48,349,86350,68725,111,45-54,Canada,Male,Facebook Ads,532,89181,4.44
2024-09-24 03:17:39.105863,3,Echoes of Tomorrow,Vintage Beats,2024-05-05 03:17:39.105863,Pop,24340,341,59,1020,92128,3858,635,25-34,Australia,Male,YouTube Ads,3583,95988,3.16
2024-02-28 03:17:39.105863,7,Echoes of Tomorrow,Binary Beats,2024-04-21 03:17:39.105863,Rock,10344,712,2,1546,23433,39023,593,25-34,France,Female,Spotify Ads,3665,106711,3.09
2023-10-03 03:17:39.105863,10,Nightfall Symphony,Phantom Harmony,2024-04-23 03:17:39.105863,Electronic,27697,1119,84,721,60909,39829,670,25-34,UK,Other,Twitter Campaign,4507,51333,2.17
2024-01-13 03:17:39.105863,10,Harmonic Distortion,Soundwave Project,2024-05-04 03:17:39.105863,Indie,5637,435,45,577,98957,23107,100,25-34,USA,Other,Twitter Campaign,3629,170137,4.42
2024-11-04 03:17:39.105863,10,Daydreamer's Tune,Phantom Harmony,2024-05-08 03:17:39.105863,Pop,3692,984,63,2497,17217,49635,122,35-44,Germany,Male,Instagram Ads,5061,197147,3.3
2024-01-02 03:17:39.105863,7,Digital Dreams,Binary Beats,2024-05-14 03:17:39.105863,Indie,10104,391,39,674,45108,93306,595,25-34,Germany,Female,Facebook Ads,346,180562,4.81
2023-10-29 03:17:39.105863,6,Harmonic Distortion,Vintage Beats,2024-05-08 03:17:39.105863,Ambient,24325,1838,81,2566,69215,83352,963,25-34,UK,Female,Twitter Campaign,3987,128795,1.11
2024-02-06 03:17:39.105863,10,Echoes of Silence,Phantom Harmony,2024-04-27 03:17:39.105863,Electronic,28782,120,28,2324,79217,69522,839,25-34,Canada,Female,Twitter Campaign,3284,191262,4.09
2023-06-12 03:17:39.105863,4,Echoes of Silence,Deep Bass Nine,2024-05-10 03:17:39.105863,Electronic,24958,1156,82,1358,99603,5080,662,25-34,France,Other,Spotify Ads,6158,199863,0.41
2024-09-05 03:17:39.105863,10,Rhythm of the Code,Soundwave Project,2024-04-26 03:17:39.105863,Indie,29999,1809,93,1474,80425,70580,180,25-34,Canada,Female,Spotify Ads,277,114192,4.2
2023-05-23 03:17:39.105863,1,Harmonic Distortion,Soundwave Project,2024-04-28 03:17:39.105863,Rock,10969,1709,89,1702,88610,49286,142,25-34,Australia,Female,YouTube Ads,525,167709,1.1
2023-10-30 03:17:39.105863,3,Love in the Time of Data,Vintage Beats,2024-05-02 03:17:39.105863,Pop,28739,403,50,2528,73966,33752,109,35-44,Australia,Male,Instagram Ads,4092,189898,2.59
2023-10-11 03:17:39.105863,4,Harmonic Distortion,Future Sounds,2024-05-06 03:17:39.105863,Indie,28174,851,30,2213,5452,7082,777,45-54,Canada,Female,Facebook Ads,6151,94841,0.77
2023-11-02 03:17:39.105863,1,Daydreamer's Tune,Soundwave Project,2024-05-16 03:17:39.105863,Rock,22837,813,48,1822,83814,3138,631,45-54,France,Male,Facebook Ads,6822,75125,2.25
2025-05-01 03:17:39.105863,3,Retrograde Motion,Soundwave Project,2024-05-11 03:17:39.105863,Rock,26249,1157,68,2182,43943,7360,423,18-24,UK,Other,Facebook Ads,7422,168995,1.86
2023-10-25 03:17:39.105863,1,Rhythm of the Code,Phantom Harmony,2024-04-27 03:17:39.105863,Pop,10093,711,6,231,69254,40107,214,35-44,Germany,Female,Spotify Ads,3788,159227,4.78
2024-12-25 03:17:39.105863,2,Echoes of Tomorrow,Vintage Beats,2024-05-06 03:17:39.105863,Electronic,14378,1807,9,1230,52749,88204,570,45-54,UK,Female,Spotify Ads,7122,74579,4.39
